"author","title","post_time","like","hate","article"
"mercury1011","Re: [問卦] 為什麼小琉球那麼多人住","Wed Dec 29 03:01:34 2021","492","157","※ 引述《school5566 (千年大嫌者)》之銘言：
: 小琉球只比龜山島大一點點而已，
: 龜山島是無人島，
: 以前有居民時也不過七百人，
: 小琉球就有一萬多人了，
: 這種地方沒有工作機會，
: 機能不發達，物價也不便宜，
: 因為都要從海上運過去，
: 為什麼還有人想住？
: -----
: Sent from JPTT on my LGE LM-K510.
為什麼還有人想住？
因為 故土難離。
為什麼住小琉球？
因為我阿公住小琉球。
我阿公為什麼住小琉球？
因為我阿公的阿公住小琉球。
先說居民的組成好了。
現在住在小琉球的大致可分為3種：
一是祖輩開台時，自清初就遷居到小琉球了，然後到現在還住在小琉球的。
二是因為婚嫁，自本島遷居至小琉球的。
三是置產或產業經營，旅遊旺季時才會住在小琉球的。
以往小琉球居民主要經濟活動是 漁業（討海人），
大部分船籍都會登記在東港。
近年因為觀光熱潮，
有些在地人就是找幾個親戚合資開民宿。
甚至還有人集資做機車出租。
啊補一下八卦好了：
一、早期沒有自來水，都要自己打井水，一直到九大建設時期(後來變十大)才有建供水場
及自來水。
二、麻花捲其實不是真正當地特產。
當地特產是魷魚絲、魷魚片，以及一些海產，港口會有很多歐巴桑叫賣。
三、N年前沒有公營船，只有2間民營公司的船在白沙港。
1間是眾益，往返東港-小琉球(白沙)，旗下有數艘客船：飛馬號、新觀光、眾益貳號、東
信等
另1間我忘記名字，往返中芸-小琉球(白沙)，
有占岸壹號、占岸貳號兩艘，這兩艘船外型還特地設計成海豚，
小時候我都戲稱叫海豚號。
近幾年才有公營船，往返東港-小琉球(大寮)。
四、島上討海人居多，很多人國中畢業後如果沒跑船，
就會到高雄或台北找工作，
有繼續升學的，考上小港高中、前鎮高中或是國立大學會放鞭炮。
五、同一個村的幾乎都是同一個姓居多。
所以很容易分辨誰住哪裡附近。
六、大學時要做報告，
特地跑回去找長輩(還不是我這一房的)要族譜，
發現最早來小琉球的祖先是清乾隆時期出生的...
七、小琉球居民搭船有優惠價。
https://i.imgur.com/N9HCShY.jpg
早期如果曾設籍在小琉球但是已經出外打拼 戶口遷出的人，只要說通關密語就可以買到
優惠船票。
八、順便提一下。
島上各村有各姓自己信奉的""王爺""，
只有碧雲寺(主祀觀音)是島上共同的信仰中心。
我阿嬤還能走的時候，初一十五一定自己走去拜拜...
九、如果要過夜，晚上請不要夜遊或趴趴走，
因為有一些民宿及鄉村小道，
旁邊都是墓仔埔...
十、如果有在集郵的或是收集郵戳的，
在琉球郵局有配置一枚""琉球嶼""的風景戳，
收藏家們別錯過了~
結論：小琉球是個好地方~~
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.12.41.252 (臺灣)
"
"whiteadam","[問卦] 世界百大帥哥?","Wed Dec 29 02:12:27 2021","213","6","各位水水安安
各位帥帥安安
大家好唷
小妹想要問問大家一個問題
問問看
世界百大帥哥?
台灣有上過榜的是哪些人呢
印象中只有高以翔 金城武
沒有別人了耶
有木有相關的八卦呢 嘻嘻
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.135.52.193 (臺灣)
"
"circle666","Re: [問卦] 若疫情永遠結束不了有考慮共存？","Wed Dec 29 01:39:39 2021","263","95","※ 引述《ihl123456 (雨風評)》之銘言：
: 話說世界疫情又再起
: 疫苗開發施打速度遠不及病毒變種速度
: 如果疫情永遠結束不了的話
: 大家都無法出國 無法正常的生活
: 有沒有考慮直接共存比較快？
台灣人真的過太爽沒死到人很不是滋味 整天想著共存
歐美國家是根本人都死透了 才拼疫苗覆蓋率放推
反正前兩年早就達爾文清掉一些病毒弱勢族群
亞洲國家現在想共存的韓國才剛開始啟動達爾文
就算大家疫苗都打好打滿 死亡率下降到0.5%
你全面開放共存就是要死足數據
還是大家都能接受這些0.5%的死亡率發生在自家長輩身上啊
吵說台灣鎖國會傷害經濟的是不知道台灣今年GDP大成長？
現在除了出國回國要隔離7+7以外 哪裡無法正常生活？
還是你所謂的正常生活是親朋好友聚一起狂歡
確診送醫佔病床 聽天由命 叫正常？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.194.176.207 (臺灣)
"
"a6000200","[問卦] 中壢男生怎麼那麼好有西施看","Wed Dec 29 01:23:50 2021","168","205","
中壢男生怎麼那麼好有西施看
每天去買飲料也夠本
有沒有為何只有中壢
有火辣清涼檳榔西施
可以看的八卦
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.247.94.27 (臺灣)
"
"mayii1020","Re: [問卦] 瑞莎 商演30萬  給小朋友5萬 算多還少？","Wed Dec 29 00:57:46 2021","605","13","先不看那30萬
直接來看瑞莎做的事情:
他今天請三個自己訓練的選手去表演1場, 一人發1.6萬
就這樣看起來, 一個沒有名氣的表演者表演一場領1.6根本已經超多了吧...
憑什麼人家廠商要花30萬請你們??


還有一篇說啥做一樣的事情為啥瑞莎拿25其他人拿5
別鬧了, 光是知名度就不一樣
一樣的事不同人做價格就是會不同, 去肖想人家的25萬, 那些家長選手是拿得起嗎= =
自己墊墊斤兩！

記得瑞莎以前有說他有記帳所有跟瑞星有關的收入跟支出, 希望他可以打這些人的臉吧...
不過如果他認為這是他自己的商演, 只是另外付錢請人支援, 那就是無關的事情了
※ 引述《chiafann (NAZZZ)》之銘言：
: 對業界價碼不太了解
: 分給三位小朋友  一人1.66萬
: 小朋友的家長  現在站出來質疑瑞莎
: 剩下那25萬去哪裡了
: 所以
: 瑞莎 商演30萬  給小朋友5萬 算多還少？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.166.254.96 (臺灣)
"
"LeonardoChen","[問卦] 因恩成仇484人性？","Wed Dec 29 00:45:39 2021","28","205","很多仇恨都是由恩情來的
比如債務人會想，幹你錢都借我了，為什麼還要我還
借錢要還，誰還敢借
或者受恩者會想，為什麼你給別人比較多？
為什麼不繼續給？為什麼不給多一點？為什麼你自己還有留？

好像有個人，天天上班都給公司附近一個乞丐一點零錢
乞丐也習以為常
有天那人經過，乞丐伸出手
那人說，老兄不好意思，我要結婚了，手頭緊
乞丐震怒：什麼！你把我的錢拿去取老婆？！
因恩成仇484人性？
--
推 dk****:這讓我想起之前打工時認識一個念文化大二的正妹  她跟我說10/17 01:28
→ AceCh****:臭宅宅10/17 01:28
→ dk****:她們學校的男生都很愛玩  她想找個乖一點的  我覺得她對我10/17 01:30
→ AceCh****:露出第三條腿10/17 01:30
→ dk****:好像有意思  可是沒多久她說她交了男朋友  是念文化的10/17 01:32
推 GoodElep****:掃地阿伯10/17 01:33
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.31.160.166 (臺灣)
"
"bUnUd","[新聞] 星座專家唐綺陽預測：2023年是顛覆之年","Wed Dec 29 00:34:09 2021","315","101","星座專家唐綺陽預測：2023年是顛覆之年
https://www.epochtimes.com/b5/21/12/27/n13463104.htm
【大紀元2021年12月28日訊】（大紀元記者佟亦加報導）曾獲金鐘獎肯定的台灣星座專家
唐綺陽（本名唐立淇），25日在臉書發文，除了預告接下來一週的各星座運勢，並提到從
2020年開始連續4年都是「史詩級調整」，其中2023年更是「顛覆之年」，屆時將「改朝
換代」，有新霸主登場。
唐綺陽在25日的長文中首先回顧，即將過去的2021年，「『木土星聯手』待在『水瓶』，
就像2022年『木冥聯手』待在『魔羯』一樣」，是「值得記錄、生涯轉折、事件頻發」的
「史詩之年」。
接著，唐綺陽表示，其實從2020年開始的4年，每年都是「史詩級調整」，每個人都會受
到影響，人生面臨大轉折。而包含2020年、2021年、2022年、2023年的4年大變，現在即
將進入第3年即2022年。她預測，2023年才是「魔王級別的顛覆之年」，屆時才是真的「
改朝換代、新霸主登場的開始」。
她解釋，屆時會很明顯地看到價值觀徹底改變，主流與非主流難以定論，「首富換人了，
各行業的大佬也換一批，一切都面臨『模組更改』」。
其帖文還指，2023年「改革、顛覆」的能量超強。至於怎樣顛覆，她認為，雖然現在難以
想像，但總體上會打破固有思維、開放任何可能，「出奇制勝」。
責任編輯：楊明
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 5.181.235.14 (日本)
"
"bUnUd","[問卦] 瑞莎484被「台灣慣老闆」帶壞了~?","Wed Dec 29 00:23:19 2021","275","48","烏克蘭韻律體操國手出身的藝人瑞莎，入籍當台灣媳婦後，
近年來積極投入台灣韻律體操界，發掘中小學體操選手，讓她聲量鵲起。
不過，質疑「瑞莎真的有付出那麼多？」
瑞莎接商演一口價30萬  只拿5萬打發學生！
對外募款千萬元，帳目卻不明等。
瑞星韻律體操協會收取商演費，選手卻得自備服裝、妝髮也都自己來，
等於演出成本全由選手承擔

多位選手和家長指出今年5月選手家長找瑞莎開會，
最後集體與對方解約，瑞莎卻仍使用選手的表演照片，替自家協會宣傳，
直到選手反應，瑞莎才被動處理，但至今仍持續侵害選手的肖像權。


瑞莎稱受雜誌邀請採訪，要求3位選手穿著表演服裝到台北一起受訪
結果到現場才知道，她們3個只是被作為瑞莎拍照的背景陪襯，
「那天雜誌專訪耗費了一整天，結果瑞莎扣掉車資500元，只給我們一人500元車馬費。」

瑞莎484被「台灣慣老闆」帶壞了~?
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 5.181.235.14 (日本)
"
"HidekiRyuga","[問卦] 德川幹嘛一定要滅豐臣氏","Wed Dec 29 00:11:40 2021","366","159","如題
一個公卿最高首領
一個武家最高首領
一直以來不都各玩各的
都已經砍到只剩幾十萬石了
天下都已經確定歸德川魔術了
幹嘛還要滅人家 奇怪耶
有沒有八卦？
--
https://i.imgur.com/Y3IZ0sG.gif
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.139.114.74 (臺灣)
"
"kkk1234","[問卦] 天氣冷哈哈","Tue Dec 28 23:59:22 2021","513","186","如題
各位在天氣冷的時候
會對空氣哈哈嗎
哈出白色的氣
像是抽煙時吐煙一樣
有八卦嗎
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.137.16.226 (臺灣)
"
"njxmzxc","Re: [問卦] 為什麼地上權房子在台灣不流行？","Tue Dec 28 23:46:53 2021","35","141","※ 引述 《than09138 (tony wu)》 之銘言：
: 　
: 如題
: 　
: 　
: 最賤看到台北京站在出售地上權房子
: 　
: 使用期限雖然只有33年
: 　
: 　
: 但價格都打6折甚至對折
: 　
: 　
: 讓原本高不可攀的台北房價好像變得可以入手
: 　
: 京站位置又好。
: 　
: 　
: 就算只能住33年 算30年好了
: 　
: 　
: 30歲買來住。 60歲離開
: 　
: 中間房價的價差去住養老院的資金不是剛剛好
: 　
: 　
: 有八卦嗎？
: 　
假設透天3000萬
地上權打6折1800萬
20年前在台北買透天的現在漲破億了
啊地上權20年之後會剩多少錢
你的養老金就只有當年差價1200萬
買透天那個他養老金至少有超過7000萬
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.81.29 (臺灣)
"
"DoncicInPTT","[問卦] 有八卦版討噓悖論的八卦嗎？","Tue Dec 28 23:26:42 2021","543","175","
假設在八卦版發一篇討噓文
但是由於八卦鄉民喜歡唱反調
因此如果你們真的噓的話
其實是會想要推文
因此假設要討噓
你們應該要推文才對
但由於八卦鄉民喜歡唱反調
我可能是想要推文
所以你們必須噓文
但是又由於八卦鄉民喜歡唱反調
所以我也可能唱反調
所以你們要推文
這樣是不是有清楚一些了

有八卦版討噓悖論的八卦嗎？
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 112.78.64.117 (臺灣)
"
"OAO5566","[問卦] 依照八卦反指標，我有可能中威力彩?","Tue Dec 28 23:12:31 2021","496","124","大家都說八卦反指標
那我去買張威力彩對頭獎，大家一窩蜂說我不會中
那我不就中了?
ㄏㄏ
中了分你各位，不用穴!
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.76.76.157 (臺灣)
"
