"author","title","post_time","like","hate","article"
"PrinceKanto","[新聞] (影音)解密漫畫最偉大關係《特種部隊：蛇","Tue Jun 29 20:12:27 2021","24","36","新聞網址：https://ent.ltn.com.tw/news/breakingnews/3586072
完整新聞標題:(影音) 解密漫畫最偉大關係 《特種部隊: 蛇眼之戰》展新宇宙
新聞來源: 自由時報 2021-06-29 記者 許世穎 報導
新聞內容:
暑假大片《特種部隊：蛇眼之戰》今再曝光「蛇眼與白幽靈篇」花絮，曾演出《瘋狂亞洲
富豪》的男主角亨利高汀在片中揭開蛇眼起源，在花絮開頭不忘先跟影迷打招呼，提到蛇
眼與白幽靈的關係，更形容「大概是漫畫史最偉大的關係之一！」
《特種部隊》漫畫書籍作者賴瑞哈馬表示，在創作漫畫時，發想出蛇眼和白幽靈曾經是同
袍兄弟的背景故事，而且他們還是一對忠誠的兄弟，飾演白幽靈的安德魯光司透露，片中
被蛇眼救了一命，於是帶他回家訓練，「我們就像是黑白忍者，陰陽互補。」亨利高汀則
說電影中將忠實呈現兩人關係，「賴瑞讓我們發揮創意敘述故事，跳出漫畫的框架，為特
種部隊發展出全新宇宙。」
《特種部隊：蛇眼之戰》描述充滿決心毅力的獨行俠「蛇眼」，在拯救了一個古老日本忍
者家族「嵐影氏族」的指定接班人之後，被納入這個家族。他在前往日本之後，嵐影氏族
就開始教導他成為忍者戰士的各種技能，同時也給了一個他從小就渴望的東西：家。但是
當關於他過去的祕密漸漸揭露，蛇眼的榮譽感和忠誠度將受到嚴苛的考驗，那代表他可能
會失去他最親密的人的信任。
電影其他演員包括飾演「白幽靈」的安德魯光司、飾演「男爵夫人」的烏蘇拉可貝蘿、飾
演「史嘉蕾」的薩瑪拉威明、飾演「亞希子」的安部春香、飾演「健太」的平岳大，以及
飾演「嵐影宗師」的伊科烏艾斯。《特種部隊：蛇眼之戰》預計8月18日在台上映。
《特種部隊 : 蛇眼之戰》蛇眼與白幽靈篇花絮：
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.223.240.226 (臺灣)
"
"LittleDiDi","[普好雷] 厲陰宅3 - 愛，可以發電也能驅魔","Tue Jun 29 00:32:38 2021","45","100","
大家好
我是專看恐怖片的LittleDiDi
我又來介紹恐怖片了
厲陰宅系列來到第三部啦
對我而言有點低調
沒想到溫子仁也不扛這個招牌了
雖然知道蠻多人不買新作的帳
但我個人是覺得還行
具體理由寫在內文啦

Blog圖文版會更精采
https://littledidi.pixnet.net/blog/post/230744008
年份：2021
語系：英語
類型：靈異、懸疑
導演：Michael Chaves

[劇情簡介]
本片揭露了一則集恐怖、謀殺與未知惡魔，令人寒毛直豎的故事，讓即便身為資深超自然
現象調查者的艾德和羅琳華倫也感到害怕。
在這個他們偵辦過最聳人聽聞的案件中，一開始他們要拯救一名年輕男孩的靈魂，接著他
們經歷了前所未見的遭遇，並遇見了全美第一位以惡魔附身做為殺人抗辯理由的謀殺嫌犯
。
(以上引用自開眼電影網)
--
緊急來聊關於這部片子的一些看法。
因為人在海外工作，所以沒啥機會看台灣的電視，各大平台也沒見有什麼宣傳，也有可能
只是我自己孤陋寡聞，總之，這部《厲陰宅3：是惡魔逼我的》算是很低調地出現在我的
眼前。
--
作為溫子仁開創的經典IP，還孕育出其他如《安娜貝爾》、《鬼修女》等延伸電影，而有
「厲陰宅宇宙」之說，只是說這系列到了第三部作品，改易手拍出《哭泣的女人》的
Michael Chaves執導，少了祖師爺的加持，果不其然評價只能說一般般，不過這是我大概
瀏覽了一下大眾的看法，就我自己的話是覺得還行啦。
--
照慣例來點劇情提要，一如既往地華倫夫婦到一戶人家驅魔，這次的苦主是一個小男孩，
過程是非常地險峻，小男孩是各種表演軟骨功，就連回歸的神父一起發力，三本柱照樣是
被放倒，情急之下，姐姐的男朋友(就叫他姐夫吧)就抓起小男孩，直接跟惡魔嗆聲，好膽
你就來，居然小男孩就這樣沒事了。
--
看樣子這次華倫夫婦是有點掉漆，實際上大概也猜得出，姐夫大概是被轉移附身了，果不
其然是各種魂不守舍，某天在惡魔的蠱惑之下殺害了姐姐的雇主，現行犯當場被逮。
於是本片的主軸就是，華倫夫婦必須向法官證明，這並非姐夫的本意，而是在惡魔的驅使
之下才誤事，否則他將會被以一級謀殺的罪名求處死刑。
難度當然很大，有哪個法官能接受這種天方夜談的理由。
--
先說幾點我覺得這部片還算OK的理由，首先，作為一部系列電影，不是重啟也不是番外篇
，我認為情懷分數是很重要的，本片不僅飾演華倫夫婦的薇拉·法蜜嘉與派翠克·威爾森
都在，連神父都盡數回歸(雖然戲份少得可憐)。
其次，這個系列最重要的特色，就是真實事件改編，本作依然秉持這份特色，電影最後重
現當年驅魔當下的原音，非常地毛骨悚然。
--
情懷分數是拿到了，最本質還是得來看看電影本身的表現，這次最讓我驚豔的地方在於，
除了經典的驅魔，還加進了懸疑推理與詛咒這兩個新元素，在本片中頗有偵探意味的華倫
夫婦，一是在明透過線索抽絲剝繭加害者的動向與手法，一是在暗透過通靈洞悉加害者的
動機與來歷，讓鬼片不再只是專注嚇人單一功能的電影，是有點靈異推理的風格，作為一
個懸疑片愛好者而言，我覺得還挺有意思的。
而華倫夫人與幕後BOSS的對抗也頗有天師鬥法的感覺，我一向很買單鬼片有高手對決的橋
段，幕後BOSS的氣場塑造得也頗有壓迫感，另外，在看這部片的時候會隱約覺得，這部片
在刻劃華倫夫婦兩人真摯的感情好像有點太用力，後面才發現原來這是最大的伏筆。
--
最後說回嚇人的部分，相信大多數的人最在意的還是這個點，雖然我前面對本片還算小有
好評，但這方面我真只能用差強人意來形容，嚇人的橋段說不上多，有的也只是些很好預
測的跳躍式驚嚇。
其次，雖然說本片加進了黑魔法與詛咒的元素，但並沒有表達出太深刻的內涵，沒有讓觀
眾覺得有點依據有作功課，就連招喚的是什麼惡魔也沒特別說明，就會讓人有點蒙混瞎編
的感覺，這點倒是有點逾越這系列寫實的特色。
--
所以說Michael Chaves要承接溫子仁衣缽的應該也是壓力匪淺，因為我沒看過《哭泣的女
人》，我也不知道他本來營造驚嚇的功力如何，反正在這方面他確實是砸鍋了。
不過話說回來，一部電影既要營造懸疑又要兼顧驚嚇，本來就不是很容易的事，雖然溫子
仁在《奪魂鋸》、《陰兒房》證明過還是可以的，但又不是人人都是溫子仁，所以說有人
看了這部片會不大滿意還是可以理解的，不過我個人還是給過啦。

即刻短評(滿分5)
劇情： 3.5  >>一樣真實事件改編，加進懸疑推理的元素找壞女巫
結局： 4    >>又是有愛不死，不過這種的我能接受
氣氛： 3.5  >>懸疑與驚嚇兼具頗緊湊，就是沒厲陰宅的樣子
駭人： 2.5  >>說不行但也還行啦
推薦： 3.5  >>我是覺得沒那麼差，還算能看啦


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 103.136.251.103 (香港)
"
"yang0405","[新聞] 中國電影《長津湖》斥資55億前進坎城","Mon Jun 28 14:24:47 2021","297","183","新聞網址：https://reurl.cc/MAj404

中國電影《長津湖》斥資55億前進坎城　吳京、易烊千璽挑戰票房紀錄

本片台灣有抽中配額!
由中國票房保證男星吳京主演的電影《長津湖》將於本屆坎城影展亮相，根據外媒《THR
》報導指出，該片斥資2億美元（約55億台幣），為中國影史至今製作成本最高的電影，
該電影也有望打破中國影史的票房紀錄，目前中國影史最賣座電影為2017年上映、由吳京
主演的《戰狼2》，該片最後賣破了56.94億人民幣（約246億台幣）。

《長津湖》以1950年朝鮮戰爭期間的「長津湖之戰」為背景，該戰事最後靠著解放軍克服
重重困難，成功炸毀水門大橋，迫使美軍撤退獲勝。該片由名導陳凱歌、徐克、林超賢聯
合指導，並集結了吳京、易烊千璽、胡軍、張涵予、等人主演，該片斥資55億台幣拍攝，
比同類型的好萊塢史詩戰爭電影《1917》（斥資26億台幣）及《敦克爾克大行動》（斥資
41億台幣）等片製作費都還要高。

有趣的是，此次《長津湖》特別邀請到中國票房保證男星吳京主演，他2017年主演的電影
《戰狼2》在中國拿下246億台幣的票房，至今仍是中國影史票房冠軍，此次主演《長津湖
》有望挑戰自己的票房冠軍紀錄。此外，近期主演的電影《少年的你》，入圍奧斯卡最佳
國際影片而聲名大噪的21歲鮮肉男星易烊千璽也在演員名單內，他更因拍攝《長津湖》時
發生意外導致韌帶受傷，在傷後走斜坡時直接丟掉柺杖用爬的上去，這也讓吳京當時在公
開場合感動的大讚：這年輕人前途無量。據了解，《長津湖》目前正在後期製作中，電影
計劃在2021年第4季於中國上映。（廖福生／台北報導）

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.70.211.69 (臺灣)
"
"ckny","[Live] FOX_Movies 21:00 驅魔拍檔","Sun Jun 27 18:25:33 2021","547","154","FOX_Movies
驅魔拍檔 (The Seventh Day)
06-27(日) 21:00~22:55
導演:
Justin P. Lange
主演:
葛皮爾斯 (Guy Pearce)
華迪爾德伯茲(Vadhir Derbez)
史蒂芬朗 (Stephen Lang)
凱斯大衛 (Keith David)
布萊迪簡尼斯(Brady Jenness)
崔斯坦李吉斯(Tristan Riggs)
豆瓣：5.1
imdb：4.4

(2021)青年神父丹尼爾雖同前輩路易斯替男童尼可拉斯驅魔，卻受到惡靈強大襲擊殺害路
易斯，於是丹尼爾進行最嚴重儀式讓尼可拉斯一同被焚化；直到3年後，丹尼爾被大主教
點招晉見。
之後丹尼爾跟著前輩彼得學習，並到貧民窟找到偽裝在平民之間的惡靈，而後警方通知彼
得逮捕一名殺害家人的男童查理，當眾人在審問室觀察時查理將所有警察殺害而被彼得帶
走。
接著彼得指示丹尼爾進行驅魔，卻發現惡靈早已附身在彼得身上，最終丹尼爾將彼得消滅
。
--
   
   Penny每場比賽前，他會比任何人都先到球館練習跳投，然後幻想著自己投中了決
   定勝負的一球！他也依然會在投籃訓練結束後，再換上一身新的熱身服，並且仔
   細的繫好鞋帶，給自己的左臂套上繡有自己標誌的護肘，
   這11年來，他每場比賽都是如此的一絲不苟。
                                                     ──《Penny Hardaway》
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.171.61.72 (臺灣)
"
"myph76221","[問片] 找一部老恐怖片","Sun Jun 27 02:18:33 2021","539","103","記得很小的時候在電視電影台看過一部老片
只記得一個關鍵點
師兄弟其中一個墮入魔道
殺人後會抽魂魄放到一個大轉輪磨盤
好像要殺滿多少人才能成功修煉
師弟（或是師兄）是正道要阻止他
感覺是港台的超級老片
小弟81年次的，看到的時間大概是十歲前
每隔一段時間就會想找到答案
但找了好多年都找不到
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.230.74.183 (臺灣)
"
"a19905420","[好雷] 神劍闖江湖the final 時代的眼淚","Sat Jun 26 17:13:33 2021","549","102","
———————-以下防雷——————-






雖然這部片真的有滿多缺點的
但對我來說還是有一種時代感的感動
80後看過神劍漫畫的人應該也不多了
先說缺點好了
在漫畫裡面其實我滿喜歡左之助這個角色的
但不知為啥放進真人版就成了個只會亂吼大叫的過動低能兒
每次一出場要不是怕漏掉什麼我真的很想快轉…
到了第四集我也不期待他能用出安慈的雙重極限了
但最後推購物車出場真的還是震撼我了…
這部片唯一的作用大概就是被緣打趴說了一句你很帥欸戳到我笑點
但嚴格來說那也是緣的戲…
齋藤一這部片也變成了廢咖一個
除了被緣耍來耍去根本沒幹嘛
只會叼菸耍帥
最後出場時我直接稱他為打醬油2號
1號是誰你各位自己補
蒼紫帥氣出場
結果半路吃了地圖炮沒飽就下去吃便當了
我認真以為最終戰會回來的
（原來是去警察局還法院了
雖然很喜歡天劍
但這次出場似乎真的有些沒必要
打雜魚完全不能顯現出他在京都大火篇的強悍啊
好歹也是十本刀第一人
跟劍心聯手起碼也得打個小boss吧
摁本來是想推坑的這麼變成勸退了呵呵
但這些缺點對我來說比較瑕不掩瑜
因為優點對我來說是這部片的精神
我認為它有很好的表達出來
板上負雷文跟底下的推文
好像滿多人在意刪去小薰假死這段的
但這放在當年漫畫是被罵翻的欸
我在看這部片之前還暗想希望不要看到這麼狗血的劇情
原作的粉絲已經知道是假死電影演出來對你來說就沒意義（上帝視角
非看過原作少了這段我也不認為會少了什麼精髓
有人可能會說這樣就少了劍心從沈淪到振作的轉折
但是我認為關於劍心的心境
在這個系列作的前三集就已經詮釋的很好了
從一開始為了帶著懺悔贖罪
到後來為了在乎的人而戰
最後被比古點醒而明白自己對生命的渴望
應該是為了生命戰鬥而不是贖罪般的自殺心態
我認為到了The Final劍心已經能夠很好的駕馭自己的心境
他明白關於自己的過去造就了未來的使命
最後說的對巴說的那句再見很明白表達了這一切
這場戲是我認為對劍心最好的收尾
那就回到人誅沒假死還叫什麼人誅
我認為緣本來是想在劍心面前殺掉小薰的
但還記得懸崖緣跟薰的對戲嗎
他從小薰的身上看到了巴的身影
因為他知道薰和姐姐都是劍心的愛人
這是一種奇怪的比較進而重合的心態
對我來說不是那麼難理解
於是他放棄了這個想法直接跟劍心決戰
在最後為薰擋下了子彈也符合我的腦補
我認為劍心的武打這次還是做得很可以
前段一開始就來個龍翔閃簡直亮瞎我雙眼
中段打阿姆斯特朗砲的龍槌閃
最後boss戰的九頭龍閃x天翔龍閃
而且緣擋下九頭龍閃這點也蠻符合原作
至於其他角色的你真的可以跳過沒關係…
這部片不管是劍心最後那句再見
還是緣在監獄裡的哭戲都有讓我感動到
新田真劍佑表現真的很亮眼
詮釋的角色魅力不輸佐藤的劍心
這部片還是很值得一看的
-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.19.233 (臺灣)
"
"CYKONGG","[新聞] 角色死掉才能拿劇本！《自殺突擊隊：集","Sat Jun 26 00:04:13 2021","142","0","「角色死掉」才能拿到劇本！《自殺突擊隊：集結》有演員至今「不知道結局」
https://i.imgur.com/WO4QpSn.jpg

在社群網路的年代要保密很難，近年來好萊塢大片為了防止劇情外洩，拍攝時無所不用其
極，像是《復仇者聯盟：無限之戰》、《復仇者聯盟：終局之戰》很多演員各自拿到不同
的劇本，甚至拍攝了數個版本，讓演員完全摸不著故事走向，如今鬼才導演詹姆斯岡恩（
James Gunn）在DC全新電影《自殺突擊隊：集結》（The Suicide Squad）徹底貫徹先前
在漫威工作室的拍攝經驗，劇情嚴格保密到家，演員要角色死掉才能拿到劇本，甚至有人
至今不知道結局。

最近有網友在Twitter提問：「我想知道你是否拍攝一些演員死掉的替代場景，以防止劇
情外洩，或是讓演員猜出劇情的真實走向？」對此，導演詹姆斯岡恩回應：「沒有，但是
伊卓瑞斯艾巴飾演的角色為了避免曝光，我們在劇本上、演員椅背上取名為『義務警員』
（暫譯，Vigilante），我們對此相當保密，直到剩下一個禮拜要殺青的時候，美術設計
貝絲米克爾（Beth Mickle）才發現說：『等等，他不是義務警員？』」他又笑說：「更
奇怪的是，義務警員是《自殺突擊隊》衍伸影集《和平使者》（暫譯，Peacemaker）的主
要角色之一。」
https://i.imgur.com/HoioDCw.jpg
不僅如此，導演詹姆斯岡恩又補充表示：「噢！有些演員是最近才第一次知道這部電影的
結局，甚至有些人還不知道，因為大部分的人是拿不到劇本的，除非你的角色死掉。」

聽到「角色死掉」別嚇一跳，導演詹姆斯岡恩完全沒有避諱，早已公開《自殺突擊隊：集
結》有多位成員將會死掉。他先前受訪透露，華納兄弟給予他很大的創作空間，「他們說
，我可以保留所有的角色，也可以全部刪除。」他也說：「我可以組一支全新的『自殺突
擊隊』，這點我曾經考慮過，然後他們告訴我『你可以殺死任何人』。從我加入這個計畫
開始，華納參與了包括故事發想等從頭到尾的製作過程，他們在過程中對我非常信任，甚
至到讓我害怕的程度，因為這一切百分之百都是我做的，如果出了什麼錯，沒有人能責怪
，除了我！」
https://i.imgur.com/0zb7UgF.jpg
由於《自殺突擊隊：集結》即將登場的全新角色大多默默無名，因此被賜死也不影響後續
推出DC電影，因此很多人擔心可能會很多角色「領便當」。不過，多數人相信人氣卡司瑪
格羅比（Margot Robbie）飾演的「小丑女」哈莉奎茵應該不會領便當，另一位則是約翰
希南（John Cena）飾演的「和平使者」，畢竟衍伸影集《和平使者》即將推出，或許可
以「逃過一死」，可惜故事時間設定在《自殺突擊隊：集結》之前，因此仍無法確定他是
否能倖存下來。
https://i.imgur.com/em3ELyW.jpg
《自殺突擊隊：集結》近期即將獻映。


https://reurl.cc/MAODV4
圖片：網路
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.217.110.221 (臺灣)
"
"RachelMcAdam","[討論] 為何漫威不找尼可拉斯凱吉","Fri Jun 25 15:00:34 2021","109","194","漫威最愛找中老年演技派演員來演反派或重要配角了
如勞勃瑞福、寇特羅素、湯米李瓊斯、安東尼霍普金斯
為何漏了凱吉叔呢!?

凱吉叔有硬派演技！ (遠離賭城)
有號招力！ (大量經典好片)
有動作片經驗！ (絕地任務空中監獄)
有對美漫的熱愛！ (據說為了接漫畫電影還可以自砍片酬)
一副就沒打算退休的樣子！ (近五年瘋狂接片)
怎麼看都是漫威拿來當噱頭的最佳人選

再來第四階段有什麼角色適合凱吉叔？
蜘蛛人宇宙 - 籌組黑暗復仇者的綠惡魔 (如果威廉達佛沒要回鍋)
刀鋒戰士 - 反派德古拉
驚奇四超人 - 吞星 (加辣土司) (末日博士應該會找年輕帥哥)

凱吉到底有沒有機會進入漫威宇宙勒？

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 103.4.125.25 (新加坡)
"
"aehvtleo","[新聞] 拍《功夫》前周星馳先找金庸給版權費 ","Fri Jun 25 00:20:58 2021","387","12","https://www.chinatimes.com/amp/realtimenews/20210616001753-260404
拍《功夫》前周星馳先找大師給版權費 竟被金庸5字反問
能演還能導的影壇巨星周星馳，最擅長將悲劇拍成喜劇，其獨特的幽默感很受大眾歡迎，
推出《逃學威龍》、《大話西遊》、《少林足球》、《食神》、《功夫》、《美人魚》等
片，都成為經典，締造「星爺旋風」，可說是華語影壇代表性人物之一，而如此具盛名的
他，其實私下做事是相當嚴謹的人，相傳他因為拍《功夫》，竟給文學大師金庸送去了版
權金，讓金庸驚訝又佩服。
周星馳活躍於90年代，所拍的電影部部創下票房佳績，他以諧星身分成為影壇巨星，跟成
龍、周潤發並稱為「雙周一成」，有他們出演的片，票房必定有保證，而可以發現周星馳
電影除了招牌搞笑外，還經常安排功夫動作，事實上他從小就很崇拜李小龍，甚至曾拜李
小龍的師兄黃淳梁為師，梁朝偉曾公開稱讚周星馳很會打詠春拳，也能發現星爺在自己的
片中，打戲不用替身，很有難度的動作都自己上。
星爺除了崇拜李小龍，也很愛金庸作品，對於武術、武林非常著迷，因此一直都很想拍功
夫片，也能發現他很愛在片中編排一些金庸作品的元素，而在那個年代，對於智慧財產權
的意識薄弱，導致一堆人在改編金庸作品，可卻很少有有導演或製片公司去找大師給版權
費，頂多就去請安告知一下而已，但周星馳卻不一樣，他其實是個很嚴謹的人，只因作品
中引用到金庸作品中的文句，就去找了金庸。
當時讓周星馳前去找金庸大師的作品，就是《功夫》，星爺是因該片中引用到金庸文學的
內容，來付版權費的，但金庸見他來，根本沒想到這件事，只問他：「你要改哪部？」，
讓周星馳笑出來，解釋自己在片中會用到「如來神掌」、「萬佛朝宗」等招式名稱，這都
出自於老師的作品，希望能支付6萬版權費，金庸聽了也笑了出來，當下就對周星馳改觀
，覺得他相當正派，不僅戲拍得好，人品更是沒話說。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.242.68.204 (臺灣)
"
"chirex","Re: [新聞] 《美國隊長》獲讚「是一切都完美的電影」","Thu Jun 24 11:22:14 2021","407","180","※ 引述《CYKONGG (XXX)》之銘言：
: 漫威第一階段經典不敗的個人電影！《美國隊長》獲讚「是一切都完美的電影」
: https://i.imgur.com/dKPNseb.jpg
: 漫威電影宇宙第三階段隨著《復仇者聯盟：終局之戰》、《蜘蛛人：離家日》上映收尾，
: 即將以《黑寡婦》開啟新的第四階段，而過去階段不少電影仍讓影迷回味無窮。回顧經典
: 的第一階段電影，外媒《Colider》特別點名該階段最後一部個人電影《美國隊長》，並
: 大力盛讚：「這是一切都完美的電影！」
: https://i.imgur.com/2yvddgq.jpg
: 與雷神索爾和鋼鐵人相比之下，「美國隊長」史蒂夫羅傑斯並沒有這麼強烈吸引人的個人
: 特質，他沒有史塔克自傲囂張卻又討喜的氣質，也不是像索爾一般陽剛味爆棚的神族子民
: 。他自信但謙虛、堅強但害羞，以及擁有一副熱心助人的好心腸，他是一個很純粹的好人
: ，這不僅是漫威需要的英雄，也是整個現代超級英雄類型裡所需要的。
: https://i.imgur.com/xClRroE.jpg
: 《美國隊長》的背景雖然設定在二戰期間，但史蒂夫卻沒有沾染到二戰殘暴的侵略主義氣
: 息，他不好戰、熱愛和平，當他被問到為何加入軍隊，他回答：「我不想殺任何人， 我
: 只是很不能接受任何形式的欺壓。」可以知道他是帶著一股強烈的信念參戰，這也是他為
: 何在注射了「超級血清」，能夠變成「好變得更好（good becomes great）」的美國隊長
: 。
: https://i.imgur.com/mgbElSJ.jpg
: 史蒂夫雖然善良，但不代表他很順從，當他變成超級士兵後，曾被指派替財務部推廣戰爭
: 債券，募款買槍砲彈藥，可他沒被名譽沖昏頭，想走上前線的他，不願意成為一顆聽令行
: 事的棋子，與迂腐的政府思惟形成強烈對比。史蒂夫從來也不是純粹服從的人，他遵從的
: 是他所擁有的信念，這也是他令人仰慕的原因之一。
: https://i.imgur.com/HGHravT.jpg
: 導演喬約翰斯頓（Joe Johnston）在整部電影的調度上也處理的很好，故事長段分配得很
: 平衡，對於瑣碎的細節， 用了回憶錄方式流暢交代，讓觀眾能專心沈浸在史蒂夫成長蛻
: 變的故事，以及邪惡組織「九頭蛇」崛起，當然還有他和好友「巴奇」詹姆士巴恩斯之間
: 的革命情感，與佩姬卡特的動人愛情，故事敘事手法可圈可點，平實之中又不乏精彩。
: https://reurl.cc/VENZ75

其實我最喜歡的也是美國1，
但只有前半段跟結尾，中間對抗納粹與紅骷顱的過程，
真的滿爛的，要知道美隊與紅骷顱可是跟阿蝙與小丑一樣，
相愛相殺的關係，結果就這樣結束，然後紅骷顱後來就沒出現了，
只剩下在復聯3打醬油的份，而且演員還換人，大家也看不出來。
真的是浪費雨果尚威明的演技，也難怪他會氣到不爽。
但也沒辦法，第一集主要就是要聚焦在美隊身上，
時間也不夠舖陳他們在二戰的戰績，只能用一轉眼快轉的方式，
這反而弱化了美隊與咆哮小隊在這段時間在美國人心中建立的高大上形象，
所以後來都要不斷的強化CA在美國人心中有多麼重要的地位，
其實這也是在第一集中沒建立出來的。

MCEU最可惜的一點就觀眾沒有感受到CA在這一系列作品對美國人的影響，
所以復聯1才會讓人有種，CA醒過來對美國人來說就是個很普通又不足道的小事，
如果他是在美國心中如此神聖的存在，連他消失，美國政府都要找人來替代，
還不斷安排接任者大內外宣，那CA2美隊還可以在外面悠栽慢跑遇到獵鷹，
而且帶著黑寡到處晃也不會被捉到，實在不太現實。
因為以他們後續一直不斷追加的CA光環，CA在美國人應該已經成為文化象徵，
是一種美國精神、不可抹滅。不然菲爾也不會拿著CA的卡牌要求簽名，
史蒂芬的臉應該早就熟到美國人盡皆知了。

CA也是建立在觀眾用上帝視角來綜觀全局，
才會讓人覺得他是如此飽滿豐富的人物。

不然如果是真的代入劇中小老百姓，
復聯1結尾，CA一開始悠閒喝咖啡，史坦．李還叫他去約店員，
結尾那個被CA救的女店員，也好像不認識CA，
有點莫西其妙。

不過MCEU最後還是給CA一個完美的結局啦。
雖然我覺得Agent Catter只有出兩季，
然後正劇中實在是給卡特太少戲份了…。
海莉・艾特沃實在個好演員，
期待她在MI7的演出。


--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.125.46.247 (臺灣)
"
"PrinceKanto","[新聞] 影/超人將亮相?「自殺突擊隊:集結」釋出","Wed Jun 23 21:12:14 2021","571","201","新聞網址：https://stars.udn.com/star/story/10090/5553231
完整新聞標題: 影/ 超人將亮相? 「自殺突擊隊: 集結」釋出全新預告
新聞來源: 2021-06-23 聯合報記者 陳建嘉 報導
新聞內容:
詹姆斯岡恩執導的DC超級英雄電影「自殺突擊隊：集結」，集結了「血腥運動」、「迴旋
鏢隊長」、「哈莉奎茵」、「和平使者」、「鯊魚王」等一幫最墮落的犯罪份子，即將展
開一場九死一生的任務。值得一提的是，片中還有提到「超人」，讓人格外好奇，是否會
有更多「超人」的相關細節。
從預告一開始，便可看到阿曼達華勒（薇拉戴維絲 飾演）利用「血腥運動」（伊卓瑞斯
艾巴 飾演）的弱點說服他加入自殺突擊隊，並由瑞克弗萊格負責在任務達成前，管好這
些從美夢監獄選出的精英隊員。一邊要面對可怕的敵對兵力、武裝傭兵，另一邊又有政府
特務全程緊迫盯人，「自殺突擊隊」是否能順利完成任務尚不可知，但他們是否能順利倖
存下來？絕對是機率偏近於零的一場硬仗。「自殺突擊隊：集結」由導演詹姆斯岡恩自編
自導，電影中角色複雜的道德觀與導演岡恩稀奇的幽默風格不謀而合，他表示：「我從小
就喜歡自殺突擊隊，他們是我最喜歡的漫畫英雄、反英雄、反派人物之一。我一直都對救
贖的故事感興趣，尤其是那些沒有過上最好生活，並且有機會成為更好的人。」電影將於
近期上映。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.223.247.126 (臺灣)
"
"Ponderer","Re: [新聞] 真人版《白雪公主》選角曝光 膚色又吵翻","Wed Jun 23 12:50:14 2021","114","189","白雪公主的原著是中歐的故事。
在迪士尼1937年的動畫中，白雪公主的城堡原型公認是西班牙的塞哥維亞城堡，
也就是說迪士尼的白雪公主故事可能發生在西班牙。
那現在找一位中歐與拉丁混血後裔來演也算是合情合理。
至少演員長相不差、看起來也蠻有皇室的貴氣啦！

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.46.142.2 (臺灣)
"
"Gotham","[新聞] 「愛在...」系列第4部無緣開拍？女主角證","Tue Jun 22 23:21:14 2021","407","184","「愛在...」系列第4部無緣開拍？女主角證實已婉拒

2021-06-22 10:54聯合報
記者陳建嘉／即時報導
伊森霍克、茱莉蝶兒主演，由理查林克萊特執導的「愛在...」三部曲是許多人心目中的
愛情經典，每9年推出一部的高質量電影，也讓人格外期待，距離上一部「愛在午夜希臘
時」已有8年，是否有望在明年推出續集，即便導演曾坦言有望會以疫情、隔離為主題拍
攝第4部，但其實女主角茱莉蝶兒已經婉拒。
茱莉蝶兒近期接受「The Playlist」採訪，提及自己籌備7年的編導作品「A Dazzling
Display of Splendor」，直誇這是很棒的劇本，還有希望找來艾蜜莉亞克拉克主演，但
目前正在撞牆期，希望能早日突破，話鋒一轉，茱莉提及自己曾有想離開影壇的衝動，近
期拍攝電影時更有此想法，「大概一年半前，我很想要就此離開，為了想完成我的作品，
讓我心力交瘁，我甚至拒絕理查邀約開拍『愛在』的第4部電影」，並笑稱也許可以回去
念書，成為一個很棒的醫生，若有人跟她說症狀，她也可以解釋原因，只是她想，最終仍
喜歡說故事，拍電影。
然則，茱莉蝶兒是否有意願要正式離開影壇？但更讓人驚訝的是理查確實有構思第4部電
影的打算，雖然感到可惜，但也有不少人認為「愛在午夜希臘時」已是完美的三部曲句點
，不一定還要再拍。

新聞網址：
https://stars.udn.com/star/story/10090/5548944

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.136.223.61 (臺灣)
"
