"author","title","post_time","like","hate","article"
"mostpig","酷澎 - 11/5社區活動日滿1000折500","Thu Nov  4 18:16:32 2021","556","81","
酷澎社區活動日：
超市現折$500活動一日限定
「新客」輸入折扣碼：“東區限定”
（限：信義區/松山區）
滿 $1000 現折 $500
https://tinyurl.com/yhacft8f
優惠卷11 月 5 日中午 12 點開搶，
數量有限搶完為止!
有點沒誠意，但搶尿布生鮮一些高單價的也是划算，而且還免運
（上次發現Dr.Pepper超便宜 ，這次也來趁機補貨一下
https://i.imgur.com/oEF1JFQ.jpg
https://i.imgur.com/sFKMgRY.jpg
-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.139.246.191 (臺灣)
"
"DDDDRR","[情報] 愛奇藝年卡990季卡330","Thu Nov  4 12:25:54 2021","539","19","11/4～11/15
App內是這樣
https://i.imgur.com/UTa9taJ.png
可是不知道為什麼用網站看是1199/390
https://i.imgur.com/QDiL6kc.jpg
我還以為蘋果稅會讓app內購買比較貴 看來愛奇藝沒有這樣
--
Sent from my iPhone 11 Pro
○ PiTT // PHJCI
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.71.213.162 (臺灣)
"
"biglanpa","[情報] 協發行泡菜全館6折 黃金泡菜5折樂天","Wed Nov  3 19:42:06 2021","363","30","
協發行今天全部商品6折
黃金泡菜大瓶的5折只要180
https://www.rakuten.com.tw/shop/hsiehfahang/product/1uhjz0n3v/
還有海帶絲小瓶的111(但一次只能買2瓶)
https://www.rakuten.com.tw/shop/hsiehfahang/product/3jbugwml3/
滿799免運
領優惠券可以折66(代碼：FOOD1103-1)
但我買一買已經要到1200
有另外一張優惠券滿1111可以折111(代碼：HSIEHFAHANG)
LINE購物2%小補一下
-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 118.166.212.193 (臺灣)
"
"inSec","[情報] LINE禮物 星巴克 太妃核果送那堤","Wed Nov  3 13:50:39 2021","511","47","LINE禮物｜11.3-11.5體驗星巴克太妃核果冬季祝福，LINE禮物再招待熱那堤！
https://event-web.line.me/ectw/v2/article/KwwQ77a
一、活動時間
購買期間：2021年11月03日（三）13:00 ～ 2021年11月05日（五）23:59（台灣時間,
下同）
使用期間：2021年11月21日（日）23:59前
二、活動指定商品
[11/3限時兌換1+1]【星巴克】大杯太妃核果風味那堤(熱) (效期至11/21)
[11/4限時兌換1+1]【星巴克】大杯太妃核果風味那堤(熱) (效期至11/21)
[11/5限時兌換1+1]【星巴克】大杯太妃核果風味那堤(熱) (效期至11/21)
＊每日限量5,000份。商品票券效期皆至2011/11/21 23:59。
三、活動方式
2021年11月03日～ 2021年11月05日，每日13:00開賣限量5,000份活動商品，「購買／贈
送」指定商品，且於2021年11月21日（日）23:59前於全台星巴克適用門市使用完畢，購
買者即可透過「LINE禮物」官方帳號獲得「星巴克大杯熱那堤招待券」乙張。
＊單一LINE帳號每日限購一份，活動期間至多可獲得3張贈品券。
四、好禮說明
贈品-星巴克大杯熱那堤招待券 (效期至2022/04/28)
獲得此項好禮後，「LINE禮物」官方帳號將會傳送獲獎通知，獲獎者亦可透過至「LINE禮
物」>「我的」>「我的禮物」內查看獲得獎項。贈品券使用期限為2022/04/28（四）
23:59，逾期未使用則視同放棄，恕不補發。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.235.195.49 (臺灣)
"
"y2kvbn","[情報] 果貿吳媽家水餃鍋貼樂天全館6折","Tue Nov  2 20:15:14 2021","592","182","https://www.rakuten.com.tw/shop/wumama/product/double11_2017/
>>這裡可以直接選所有口味全部都6折
https://www.rakuten.com.tw/shop/wumama/product/px2gwwck5/
>>特定時段有不同口味鍋貼一盒111
我打算等晚上10點下單高麗菜鮮蝦
領優惠券滿1111折111
滿1200免運 滿1500再折100
平常好貴買不下手
趁今天囤貨一下大概可以吃到過年…
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.217.1.57 (臺灣)
"
"lodiqo","[情報] 生活市集 家厚四層衛生紙","Tue Nov  2 13:31:33 2021","392","196","看介紹是4層衛生紙
160包一包平均$8.4
 80包一包平均$8.5
好像滿划算，雖然一次買80包
我自己先PASS，因為補貨後才看到這個80包感覺蠻多的

賣場網址放這 有需要的人可以看看 https://reurl.cc/L7axy9
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.56.128 (臺灣)
"
"seanyoko","[情報] 樂天幫寶適尿布$1210","Tue Nov  2 01:02:46 2021","149","68","https://bit.ly/3w44PNn
為了兒子的屁股不想等雙11塞車
查幫寶適M的賣1345-111券-24回饋點數=1210
一片大概6.1
如果樂天卡集到5000有11%最高吃4000點
https://reurl.cc/Rb297e
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 110.28.230.35 (臺灣)
"
"mark92244297","[情報] 網家 春風三層柔感衛生紙64包599","Mon Nov  1 20:13:08 2021","153","153","https://24h.pchome.com.tw/prod/DAAG0W-A900ANH66
之前都是699
只爬到去年雙11有599的價錢
https://i.imgur.com/PqXspbR.png
這包厚度還行而且是三層
感覺現在市面上雙層都太薄了
後來就都買三層的
而且便宜 帶去公司被同事偷抽也沒差XD

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.53.176.143 (臺灣)
"
"piterm8","[情報] 淘寶折扣碼 399-40 299-30","Mon Nov  1 14:56:56 2021","173","40","小額折扣碼還有 大額我試是用完了 只能等八點
399-40 LWX11 (這組的設計邏輯我看不懂哈)
299-30 TAOBAOTW30
不過我還是沒搶到免3%
希望來分享做點善事可以搶到
https://i.imgur.com/Ta0SroK.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.162.119 (臺灣)
"
"Lryuzaki","[情報] 三星EVO Plus 512GB記憶卡 公司貨1399元","Mon Nov  1 04:32:19 2021","60","199","電商今日同步降價1399元
PChome 24h購物
https://24h.pchome.com.tw/prod/DGAG6Y-A900BWWWF
momo購物網
https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7735483
Yahoo購物中心
https://tw.buy.yahoo.com/gdsale/gdsale.asp?gdid=9074459
蝦皮商城
https://shopee.tw/product/253518110/6732403357
經查目前是歷史最低價了
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.224.6.122 (臺灣)
"
"hohomo","[情報] 台企銀+台灣pay+地價稅","Sun Oct 31 09:25:52 2021","561","93","https://hibank.tbb.com.tw/TBBHiBank/H57/landtax/index.html
每筆回饋150
最高5筆,限定數位帳戶,一般帳戶100
詳閱連結官網
-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.136.135.61 (臺灣)
"
"yuico","[情報] 蝦皮奇多隨手包 $1 元","Fri Oct 29 18:22:27 2021","175","176","
在蝦皮粉專看到的
好像是11.1限定，雙11目前沒看到
https://bit.ly/3Ccae7k
https://i.imgur.com/cGtJ44l.jpg
其他還有$11元的卡拉姆久跟可樂果
在優惠社團看到有人累積超多
一口氣去掃貨
看了覺得手好癢 哈哈哈哈
11.1要來點一下
https://i.imgur.com/o0ev155.jpg



--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.136.190.193 (臺灣)
"
"IDor2010","[情報] 帝康彩拋 新色加99多一盒 到10/31","Fri Oct 29 10:53:24 2021","84","154","來源：
https://imgur.com/63GNTHb.jpg
https://imgur.com/vWKpZl8.jpg
帝康臻魅
app訂購第二盒99元（只限三個新色）
我平常戴褐色
這次買新的綠色來戴看看
https://imgur.com/9MLvIL5.jpg
一人好像只能一組
有需要買多盒的可以跟別人借手機來預訂
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.249.155.253 (臺灣)
"
"besthesitate","[情報] pchome 石頭科技 S5 max 9999","Thu Oct 28 14:35:48 2021","199","202","pchome 石頭科技 S5 max 9999
https://i.imgur.com/9ItxHBX.jpg
無贈品（前一段時間是11999,送刮鬍刀或保溫瓶+兩罐專用清潔液）
買早了！QQ

10/28 10:00--10/29 10:00
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.108.18 (臺灣)
"
"singing1010","[情報] 橘子認同卡買路易莎禮卷75折","Wed Oct 27 16:59:03 2021","293","130","有橘子認同卡買路易莎禮卷9折再回饋現金
https://lihi1.cc/W4A7r
https://i.imgur.com/mGnfpJp.jpg
沒有認同卡 現在有閒消費買額會送
https://lihi1.cc/QyhER
https://i.imgur.com/wlbwMbv.png
目前看到蝦皮最便宜是9折
平常有去路易莎的人可以先買起來放
反正沒有期限
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.72.38.112 (臺灣)
"
"tesoro5566","[情報] pchome 256G記憶卡特價699","Wed Oct 27 00:33:53 2021","173","175","pchome 金士頓記憶卡 256GB
特價$699 如果搭配領取LINE購物紅包
還可以用599領120 line point點數
算下來 579
https://i.imgur.com/356kCf6.jpg
金士頓 Kingston Canvas Select Plus microSDXC UHS-I U3 V30 A1 256GB 記憶卡(SDCS2/
256GB)
https://24h.pchome.com.tw/prod/DGAG4A-A900ADMQ3
附上 價格趨勢圖
https://i.imgur.com/0IRKhxe.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 219.71.100.91 (臺灣)
"
"mowoco",":[情報] 露天 羅技G903無線滑鼠 $3107
","","15","165","時間: Mon Oct 25 22:33:37 2021
https://www.ruten.com.tw/item/show?22124136741025
挖到這顆羅技G903 HERO LIGHTSPEED 無線滑鼠
配折價券下去直接殺500 變$3490
用pi錢包有5%回饋 假日11%
★算下來一顆$3107 GET
比一比應該是最便宜就購入了
有興趣的可以看看
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.24.64.110 (臺灣)
"
"rich22084","[情報] 康是美衛生紙 一抽=0.078","Sun Oct 24 10:58:43 2021","338","176","這優惠好像很久了
門市買好像更便宜 這裡放網購的資訊就好
https://shop.cosmed.com.tw/SalePage/Index/5728533?lang=zh-TW
110抽x8包=69元
1抽約0.078
自己有買，紙質確實很不錯
沒有粉塵、不易破 還可丟馬桶
滿799的話免運
給大家參考
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 218.35.165.181 (臺灣)
"
"cake10414","[情報] P家 PNY 16G DDR4記憶體特價1111","Fri Oct 22 21:40:07 2021","470","136","https://24h.pchome.com.tw/prod/DRAC49-A900BTWFG
PNY最近是不是很常特價....

PNY DDR4 2666 16G 桌上型記憶體 終生有限保固
 特價下殺 NT$1111

搭配P家活動再享3%P幣回饋
https://i.imgur.com/kiE6Dfl.png

--
          _____ ______  _______ ______ _______
|    | | | | |      /
|____| |_____ | |_____ |_____/         Inside
          |       | | | |     \               Out
          | | | | |      \
| |_____|      | |_____ |       \
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.10.49.161 (臺灣)
"
"mandonii","[情報] OGUMA 肌光鑽白乳液EX新品兌換","Fri Oct 22 11:11:24 2021","272","19","
索取網頁
https://www.oguma.com.tw/event/event_free_gift/8ixck4p4l9m7
OGUMA 蠻常提供免費試用品索取
只不過以前都是小容量
這次給到正貨1/2容量的規格還算有誠意
索取方式一樣是加入官方line就可以到櫃或宅配
只是限一個人領一次                                                     而且有限額
不過這次不同的是不管宅配還是到櫃領取
都需要付90元的物流費
但有消費滿600元就可以免費領取了
而且領了還會給100折價券
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.86.75 (臺灣)
"
"king670624","[情報] Booster筋膜槍不用一千","Thu Oct 21 17:54:32 2021","514","18","淘寶預售終於開放海外信用卡
預售+信用卡優惠+雙十一也算是開外掛
買個筋膜槍也不錯
Booster在台灣也算小有名氣
只是挑的這款台灣剛好沒有
但跟其他款式相比
至少還是有便宜個$600左右 $1000有找
https://i.imgur.com/4Fpr42L.jpg

再補省錢點
預售有「定金刷卡滿51立減50」跟「每天12點搶Visa免3%手續費」的活動
要搭信用卡優惠可以在專區領 https://bit.ly/3pnftxn
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.113.230 (臺灣)
"
"std910866e","[情報] 麥當勞app任務, 多了一個刮刮樂。（限1","Thu Oct 21 00:06:10 2021","60","35","如題，
上次有人提醒，所以這次看到想說分享一下。
刮到一個買堡送啥蜂蜜飲料的。
不知道算不算好運，大家分享一下。
謝謝。

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 110.26.103.106 (臺灣)
"
"amigocc","[情報] GoShare 騎乘金20元*5","Wed Oct 20 07:37:56 2021","245","158","我拿到騎乘金的機率有多高
20元5張
https://i.imgur.com/b942Ipz.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.52.230.82 (臺灣)
"
"Zoetermeer","[情報] Under Armour 週年慶全館8折","Tue Oct 19 10:21:23 2021","397","20","https://i.imgur.com/HB5nL4X.jpg
Under Armour實體門市及官方網站全館8折
Under Armour當季商品真的很少在特價
建議有興趣的板友去各大百貨門市購買
參加百貨滿千送百活動直接下殺72折
另外再送消費滿3500$抵500$之抵用券
但不知抵用券是否可在8折的時候並用
如果可以的話將會更便宜
-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.10.97.41 (臺灣)
"
"smile035","[情報] 光南Bifesta卸妝棉買一送一","Mon Oct 18 02:37:23 2021","33","80","http://i.imgur.com/AoxuV5e.jpg
晚上去台中的光南(一中那邊)時發現的！
本來中午才在康是美買了1包沒有特價的......
(還好只買一包)

製造日期是2019年
我之前用過屈臣氏獨家 Pink ___的那個牌子，
覺得用完會皮膚很刺激泛紅，
但這家的不會！這家的評價也蠻好的~
不知道是不是每一家光南都有
推薦給大家，我自己一次囤了4包
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.135.144.169 (臺灣)
"
"e882959","[情報] ASUS TUF Dash F15 FX516PM 欣亞 i5/3060","Sun Oct 17 00:58:55 2021","321","201","大家好 剛剛逛FB看到欣亞
在特價這一款$31,999元(送記 科賦 8G + ASUS TUF M5 電競滑鼠)
有在看這一台的可以參考看看喔  謝謝!
ASUS TUF Dash F15 FX516PM-0181A11300H 御鐵灰 華碩軍規電競筆電
/i5-11300H/RTX3060 6G/8G/512G PCIe/15.6吋FHD 144Hz/W10/含ASUS TUF M5 電競滑鼠
商品特色
1、TUF 軍規測試兼輕薄電競 , 堅固與便利兼具
2、效能強悍及續航力兼具H35 intel i5-11300H
3、144Hz , 卓越的刷新率, 遊戲致勝關鍵, 精準狙擊,
4、支援Thunderbolt 4.0 , 支援PD3.0充電技術 , 滿足IO Port 與移動時的便利性
5、MIL-STD-810H 軍規測試 , 不但效能強悍, 機身堅固有保障,
6、支援2個M.2 Pcie SSD 擴充Slot , 完整的擴充性, 滿足大容量需求,
7、防塵散熱通道, 常態維持散熱效率, 維持高效運作

ps.送ASUS TUF M5 電競滑鼠+KLEVV NB DDR4-3200 8G 科賦筆記型電腦記憶體(活動贈品)

https://reurl.cc/2oYar6
https://imgur.com/yi6Ek4L
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.240.114.112 (臺灣)
"
"mandonii","[情報] MOMO黑人牙膏12條特價490送保鮮盒+漱口水","Fri Oct 15 12:10:04 2021","113","121","https://reurl.cc/pxr8va
今日10/15限定，買牙膏送過300元的康寧玻璃保鮮盒！
黑人全亮白牙膏12條只要490，每條40.8，送保鮮盒及漱口水，拿贈品直接回本。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.113.216 (臺灣)
"
"love7090303","[情報] 街口支付KKDAY專區 51-50","Thu Oct 14 00:22:36 2021優惠券碼：Z3FO44","74","71","不用從街口那邊進去也可以歸戶…沒街口也可以用了
 
街口支付首頁有一個旅遊按鈕，點進去可領51-50
從街口進去只能用街口付款，不能用信用卡，只能用銀行帳戶
 https://i.imgur.com/TTPOHcu.jpg
 https://i.imgur.com/PWGfZnO.jpg
 
實測可買10元鹽酥雞
 https://i.imgur.com/pALVT8N.jpg
 
 
歡慶街口支付KKday旅遊專區上線-全站商品現折50
 
此折扣碼限量提供，先用先贏用完為止，此折扣無法使用於Xpark、日本環球影城、東京迪?
尼、JR PASS系列及部分票券/餐券/行程商品。 此折扣碼僅限台灣會員使用。會員不可重複
使用。折扣碼不得轉售、轉讓。行程一旦兌換完畢後，不得更改出發時間。 KKday 折扣碼?
惠金額於結帳時輸入專屬折扣碼則可當下折抵。 若有訂單付款失敗、訂單取消、退貨、換?
等情況，恕不符合活動資格。 會員保證所提供之會員資訊（包含但不限於姓名、email等）
、訂購人資料、訂單聯絡人資料應正確真實，且未冒用或盜用任何第三人之資料；若前述會
員資訊有任何虛偽不實之情事，KKday有權終止會員之資格，並不受理會員之交易。 如會員
經 KKday 判定為同一人申請多個會員帳號參與本活動， KKday 將終止該會員參與本活動及
往後所有活動、計畫、促銷的權利，並收回本活動的所有優惠。 此折扣碼不得要求兌換等?
現金或其他對價商品，亦不得與其他優惠同時使用，或不當使用優惠，若有惡意不當使用之
情形，KKday保有立即終止交易之權利。 商品頁面顯示的價格可能因匯率與季節因素變動，
請以實際訂購時的結帳金額為準。 為履行您與 KKday 間公務及契約相關事項之目的，KKda
y 需蒐集您的個人資料。有關您個人的資料的蒐集、處理以及利用之詳細規定，請於 KKday
 官網查詢。
訂購日期: 2021-10-13 08:00 ~ 2021-10-25 07:59
出發日期: 2021-10-13 ~ 2021-12-31
*最低消費金額：$51 TWD
----
Sent from BePTT on my iPhone 13 Pro Max
 
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.158.164.62 (臺灣)
"
"pizzalove","[情報] 熊貓超市岡山開幕慶全面五折","Wed Oct 13 10:42:18 2021","366","184","
優惠碼「岡山我來了」
全面五折上限200
10/13-10/19
買起來了～～
https://i.imgur.com/Tvx6Yhm.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 42.77.139.156 (臺灣)
"
"speedism","[情報] 敦南Sogo藥妝口罩買一送一","Tue Oct 12 12:50:12 2021","164","196","https://i.imgur.com/Kb1cfTb.jpg
新開的順儷藥妝現在有口罩買一送一
https://i.imgur.com/EAuVdU2.jpg
https://i.imgur.com/b4yxXmZ.jpg
小孩大人的都有，顏色還滿多種的
而且還有韓版立體型的！
https://i.imgur.com/JWzcPQs.jpg
給大家參考～
-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.51.26.232 (臺灣)
"
"chen0625","[情報] momo簽到活動（10/11-10/17）","Mon Oct 11 00:30:20 2021","17","189","總感覺好像是常態了
連金額都是常態了
希望能夠保持啊
https://i.imgur.com/zVHM1Yb.jpg
不過這週好像沒有上週那樣限時抽

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.247.131.151 (臺灣)
"
"ryo30631","[情報] 好自在液體衛生棉買一送一","Sun Oct 10 06:30:53 2021","448","182","寶雅網購買一送一到10/13
用街口支付領券再93折
平均下來一片不到$7！
囤一波了～
https://i.imgur.com/mk5KzhB.jpg
https://i.imgur.com/jdGhlY8.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.177.106 (臺灣)
"
"x173109","[情報] 肯德基 雙十限時優惠  振興雞省","Sat Oct  9 00:48:38 2021","592","43","https://i.imgur.com/UJeQvkF.jpg

雙十連假肯德基從10月8日起至10月28日止，限時推出超值「振興雞省套餐」！最低62折
！
----
Sent from BePTT
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.9.227.159 (臺灣)
"
"kingfrece","[情報] 原價屋PRO X SUPERLIGHT 滑鼠特價+送摺疊","Fri Oct  8 17:31:10 2021","169","179","PRO X SUPERLIGHT 黑/白 官網原價4490 , 之前特價也才3990
原價屋現在3990-300 = 3690 還送羅技摺疊傘一把
想入手的可以趁現在
https://i.imgur.com/Ta7kCfz.jpg
到手之後真的有夠輕,跟G903比起來像玩具一樣
傘的質感還不錯
https://i.imgur.com/7CDA8JL.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.222.127.116 (臺灣)
"
