"author","title","post_time","like","hate","article"
"blacklittle","[分享] 大西洋聯盟冠軍出爐","Thu Oct 21 05:12:38 2021","601","85","MLB聯盟冠軍戰如火如荼的進行中 同時和大聯盟密切合作的大西洋聯盟冠軍戰在昨天落幕
Lexington Legends在第四戰就拿下五戰三勝的第三勝 首年加入聯盟就拿下冠軍
Lexington Legends今年打擊相當猛 AVG OBP SLG HR RBI都是全聯盟第一
聯盟全壘打前五名 隊上就佔了三名 四位選手OPS破1
其中有個熟悉的名字
Brandon ""Swag"" Phillips 在從大聯盟退休後
入股Lexington Legends並且兼任球員
https://i.imgur.com/UOoy4sA.jpg
今年成績也還可以 .276/.335/.507
冠軍戰更是發揮老將價值 四戰中打出OPS .924 5RBIs 的成績
更在第二戰打出逆轉三分砲(雖然最後再被逆轉) 打得現場鴉雀無聲
名符其實 自己的球隊自己救! 叫你老闆出來打!
另外這系列戰有一名選手表現相當誇張
Courtney Hawkins (28) 2012年白襪在第一輪13順位選的外野手 13年百大新秀55名
18 19年都有從獨盟打回小聯盟 但20年沒人簽就又回到獨盟了
今年打出 .326/.423/.680 32轟的好成績
冠軍戰更是打出 OPS 1.650 4HR (第四戰 三響砲) 8RBIs的誇張數據
不知道中職找洋砲時是否能夠考慮一下 lol
--
blacklittle  2B  3B
這傢伙
在他的生涯中 有機會成為不錯的邊角內野手
但須克服脆弱的身體 避免成為DL常客
他仍有空間提升他平庸的打擊爆發力
但仍舊無法造成全壘打威脅
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 129.49.37.108 (美國)
"
"Ivers","[分享] 排名","Wed Oct 20 20:59:29 2021","194","80","中央聯盟    W  L  T   勝率   差  連續    HR  盜壘  打擊率  防禦率
養樂多     71 48 18   .597   M3    L1 T 140    70    .255    3.37
阪  神     75 55  9   .577  1.5    W2 T 120   111    .248    3.35
巨  人     60 61 20   .496 12.0    W1   166    65    .242    3.63
廣  島     59 67 11   .468 15.5    L1   118    63    .263    3.83
中  日     54 68 17   .443 18.5    W1    69    57    .238    3.21
DeNA       52 71 16   .423 21.0    L3   135    30    .258    4.17

太平洋聯盟  W  L  T   勝率   差  連續    HR  盜壘  打擊率  防禦率
歐力士     68 55 18   .553  ---    L1   132    47    .248    3.34
羅  德     65 53 19   .551   M5    L1   121   104    .241    3.68
樂  天     64 60 15   .516  4.0    W1   106    45    .245    3.42
軟  銀     58 61 20   .487  7.5    W2   125    88    .245    3.25
西  武     55 68 18   .447 12.5    W1   110    84    .241    3.98
火  腿     52 66 19   .441 13.0    L1    75    73    .232    3.39

--
小熊今年拿冠軍!!
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.238.143.12 (臺灣)
"
"zaxs","[新聞] 難忘學長李志俊腳程 郭建霖：比林易增還快","Wed Oct 20 22:28:22 2021","124","165","記者陳立勳／斗六報導
1984年洛杉磯奧運棒球賽中華隊國手李志俊19日因癌症病逝，享壽64歲，過往曾在國家隊
碰過的富邦悍將首席教練郭建霖表示，「李志俊學長當年的腳程很快，不輸林易增。」
身為1984年洛杉磯奧運中華隊班底，李志俊出身於台南市南英商工青棒隊，打過中國石油
棒球隊、陸軍棒球隊、合作金庫棒球隊、台北體院棒球隊，後來前往日本加入社會人熊谷
組棒球隊，卸下戰袍後在合庫工作，今天傳出李志俊由於罹患膽囊癌，昨天凌晨過世，享
壽64歲，也是繼捕手凃忠男、外野手蔡生豐之後，第3位過世的1984年奧運中華隊國手。
郭建霖表示，「印象中李志俊學長的腳很快，當年在左訓中心還有測過跑壘速度，李志俊
的腳程比林易增還快，記得1884年奧運李志俊是鎮守左外野，李居明守中外野，林易增守
右外野，李志俊和林易增都會打第一棒，但李志俊打第一棒比較多。」
郭建霖表示，「李志俊學長為人蠻幽默，而且很照顧學弟，曾經到日本社會人球隊發展，
打擊能力也還不錯，算是旅外發展的大前輩，是一個很好的學長。」

https://cdn2.ettoday.net/images/4730/d4730358.jpg
▲郭建霖
https://sports.ettoday.net/news/2105829?redirect=1
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.41.136.4 (臺灣)
"
"cho840929","[分享] 今日NPB觀眾人數","Wed Oct 20 20:16:33 2021  2021/10/20  星期三  ","560","132","
 橫濱   2:3   巨人  @橫濱球場  觀眾：9992人  丸佳浩超前轟
                                             中井大介生涯最後一打席 敲出安打
 阪神   0:0  養樂多 @甲子園    觀眾：15619人 多多團隊146次中繼成功 央聯新紀錄
 西武   7:5   火腿  @西武巨蛋  觀眾：10918人 松本航首次單季10勝
歐力士  2:5   樂天  @大阪巨蛋  觀眾：11317人 山崎剛逆轉安打

養樂多魔術數字縮小到M3 最快後天在神宮封王
羅德也縮小到M5
巨人終止13連不勝 巨人廣島勝差3.5場
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.246.130.134 (臺灣)
"
"mibbl0","[分享] 澳洲職棒宣佈今年球季取消","Wed Oct 20 17:17:50 2021","599","196","就在剛剛澳洲職棒聯盟
因為疫情擴大關係 再加上疫情很難控制情況下
宣佈2021-2022球季正式取消不打了
澳職官方之後為明年球季來做準備
https://i.imgur.com/AXIgnYh.jpg
目前2021年-2022年各國冬盟開打情況
墨西哥太平洋聯盟：10/5（已開打）
委內瑞拉職棒聯盟：10/23
多明尼加職棒聯盟：10/28
尼加拉瓜職棒聯盟：11/4
波多黎各職棒聯盟：11/6
古巴棒球聯賽：未定
哥倫比亞職棒聯盟：未定
巴拿馬職棒聯盟：未定
--
Liella!在LoveLive!東京大會獲得......... 亞軍
https://i.imgur.com/0oVCre9.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.225.128 (臺灣)
"
"pchunters","[新聞] 宋晟睿沒收全壘打美技　兄弟教練虧微胖","Wed Oct 20 14:29:32 2021","96","187","宋晟睿沒收全壘打美技　兄弟教練虧微胖的人沒辦法、詹子賢反駁
2021年10月20日 14:26 歐建智／綜合報導
中信兄弟宋晟睿10月3日美技全壘打牆前跳起接殺全壘打球美技，再傳回內野造成雙殺，
現在仍被津津樂道，教練都對讚不絕口，但也說，如果外野手噸位大一點，可能就跳不起
來。詹子賢不平的說：「搞不好我會爬牆。」
https://cdn2.ettoday.net/images/5916/d5916343.jpg
3日六局上一出局一壘有人，吉力吉撈．鞏冠打出中外野深遠飛球，宋晟睿後退到中外野
全壘打牆前，眼看著球要飛出全壘打了，他原地跳起來，把快變成全壘打的球接殺，馬上
傳回一壘封殺赫雷拉，救了2分失分，吉力吉撈．鞏冠無法置信但也鼓掌，赫雷拉也難以
相信。
外野守備教練陳皓然表示，一開始站位很重要 ，叫他守比較深的位置，因為牆邊的球它
有一定的難度，如果球同時到牆下的話，可能會比較難接，他守比較後面，在牆下等那顆
球，跳起來的時間點，會比較好去接到這顆球。
「以年輕人來講，宋晟睿本身守備就是很有能力，算是一個很漂亮的美技。」陳皓然表示
，牆下等在那邊跳起來接會比較輕鬆，人對牆都有恐懼，有跟他們講，不要怕牆，反而要
當做一個輔助，外野手只要會接這種球，一定是很頂尖的。
教練黃泰龍認為，宋晟睿那一球很困難，而且接完還要馬上做出反應，要馬上傳回一壘，
過程中反應是一連串的，算是本能反應，把整個球場上的一些狀況，都有先想起來放，後
來有抓到雙殺。
對於詹子賢及陳子豪是否有能力做到宋晟睿的美技，陳皓然笑著說：「差別在於彈跳力，
如果以洲際的全壘打牆，微胖的人是沒有辦法接到這顆球。」
黃泰龍表示，詹子賢跟陳子豪如果再瘦一點，或許做得到，他們兩個現在比較屬於 噸位
比較龐大，龐然大物在外野。
他指出，拿詹子賢跟陳子豪跟宋晟睿及陳文杰相比，速度移動各方面沒有年輕人敏銳，但
他們的判斷能力、第一時間的啟動判斷，並不輸陳文杰跟宋晟睿。
「他們小看我了。」詹子賢辯解，「我在接旁邊界外球的時候，他們就看我好像胖胖的、
不太愛跑，但我是有助力，搞不好還爬牆、輕功水上漂、飛上去。」
詹子賢說：「我是取勝在站位，都會自己站位，晟睿跟文杰他們剛上來不知打者的習性，
2好球前攻擊跟2好球後攻擊會不一樣，要調整那個站位落差。」
ETtoday新聞雲 https://sports.ettoday.net/news/2105515#ixzz79oURLcKd
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 220.133.105.226 (臺灣)
"
"tomlishan","[新聞] SPC-年薪9億田中將大還想回大聯盟？日媒","Wed Oct 20 12:20:12 2021","569","182","年薪9億田中將大還想回大聯盟？日媒：不切實際
〔體育中心／綜合報導〕田中將大去年未獲洋基隊續約，本季重返日職，現在球季接近尾
聲，日本媒體評估他明年重返大聯盟的機會，冷冷表示：「他會很便宜。」
田中在上賽季末與洋基合約到期沒被續約，雖然傳言大聯盟有其他球隊找，但受疫情影響
自由市場行情、他最後重回日職老東家樂天，並簽下史上最高年薪1億日圓年約。
田中雖然與樂天簽下2年約，但根據報導，若田中願意，可以在今年賽季後選擇再次挑戰
大聯盟。他本季目前22場出賽，拿下4勝8敗，防禦率3.11，勝投看似不多，不過防禦率可
以排到洋聯第4。
對此日本媒體《朝日新聞》找來一名駐美的日本記者觀察，田中現在變化球的控球能力仍
是大聯盟等級，但直球欠缺力量，大聯盟是非常重視投手直球球速以及讓打者揮空能力。
他還預測，田中要在大聯盟一線球隊當先發投手很不容易，如果是弱隊可能會有需求，要
當先發也是非常便宜的薪水。田中如果要去嚮往的可拿世界大賽冠軍的球隊，是不切實際
的想法。
https://sports.ltn.com.tw/news/breakingnews/3709828
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 180.176.14.90 (臺灣)
"
"meta41110","[新聞] spc-韓職》前兄弟洋投米蘭達K翻聯盟！ 將","Wed Oct 20 09:45:50 2021","575","97","
韓職》前兄弟洋投米蘭達K翻聯盟！ 將登頂史上第一人狂紀錄

〔體育中心／綜合報導〕前中信兄弟洋投米蘭達持續在韓職主宰投手丘，今對三星獅先發7局無失分，狂飆10次三振，摘下本季第14勝，距離創下聯盟單季三振紀錄更進一步。
米蘭達本季轉戰韓職斗山熊隊表現超狂，投手丘上宰制力十足，今日先發對上三星獅，米蘭達主投7局，總計用了111顆球，僅被敲4安，狂飆10次三振，另有1保送，用無失分好表現，加上球隊終場5：0完封三星獅，米蘭達奪得本季第14勝，繼本月1日後，再度進帳勝投。
值得一提的是，加上這場10次三振，米蘭達本季在韓職已累積221K，距離聯盟單季三振紀錄，由樂天巨人傳奇名將崔東原在1984年締造的223K，僅差3次三振就能刷新紀錄，成為聯盟史上第一人，這項偉業幾乎已是米蘭達囊中物。
米蘭達連續繳出19場優質先發，目前防禦率2.29、221三振，雙雙位居聯盟之冠，14場勝投則排名聯盟第3。
https://sports.ltn.com.tw/news/breakingnews/3709388
前兄弟洋投 k 史上第一人

-----
Sent from JPTT on my Xiaomi M2012K11AG.
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.200.182.18 (臺灣)
"
"FSHAY","[數據] 韓職10/19結果(崔廷生涯400轟達成)","Wed Oct 20 02:20:28 2021","446","78","【蠶室—1624人，3小時14分】
（系列戰Kiwoom1：0領先）
Kiwoom（4勝1和）—5
LG（9勝1和）—4
》勝：安佑鎮（7勝）
5局，3H(1HR)，7K，3BB，1HBP，2R(2ER) (101球)
》敗：任燦圭（8敗）
5局，6H(1HR)，4K，1BB，5R(5ER) (71球)
》救援成功：金兌勳（10救援）
1 ⅓局，0H，1K，1BB，0R (18球)
》勝利打點：芮眞元
2上2出局一壘有人時右外野 1 RBI 三壘安打
》全壘打：
Kiwoom—金熊彬 (5上，3分) 6號 (代打全壘打)
LG—劉江南 (5下，1分) 10號

【大邱—2750人，3小時15分】
（雙方本季例行賽對戰結束）
斗山（8勝）—5
三星（8勝）－0
》勝：Ariel Miranda（14勝）
7局，4H，10K，1BB，0R (111球) QS+
》敗：Mike Montgomery（4敗）
6局，7H，5K，4BB，1HBP，3R(3ER) (107球) QS
》勝利打點：許敬民
4上1出局二三壘有人時左外野 1 RBI 高飛犠牲打
》全壘打：
斗山—朴健祐 (9上，1分) 5號
三星—無

【昌原—764人，3小時12分】
kt（6勝1和）—2
NC（6勝1和）—4
》勝：Wes Parsons（4勝）
7局，4H(1HR)，7K，0BB，2R(2ER) (99球) QS+
》敗：裵齊晟（9敗）
4 ⅔局，6H(1HR)，6K，3BB，3R(2ER) (95球)
》救援成功：李庸燦（12救援）
1局，0H，0K，0BB，0R (15球)
》勝利打點：梁義智
3下0出局一壘有人時中外野 2 RBI 全壘打
》全壘打：
kt—Jared Hoying (7上，2分) 10號
NC—梁義智 (3下，2分) 28號，羅成範 (7下，1分) 32號

【光州—595人，3小時6分】
（雙方本季例行賽對戰結束）
SSG（9勝1和）—4
KIA（6勝1和）—5
》勝：Lee Joon-Yeong（3勝）
1局，0H，0K，0BB，0R (10球) 
》敗：Kim Keon-Woo（1敗）
3 ⅔局，2H，1K，1BB，1R(1ER) (54球)
》救援成功：鄭海英（29救援）
1局，0H，1K，0BB，0R (17球)
》勝利打點：崔元準
6下2出局一二壘有人時右外野 1 RBI 一壘安打
》全壘打：
SSG—崔廷 (4上，1分) 32號
KIA—黃大寅 (3下，3分) 11號

★比賽備註：
1 . 斗山近期3連不敗，KIA近期2連不敗。
2 . kt、SSG近期2連敗。
3 . Kiwoom中止近期3連敗，NC中止近期2連敗，KIA中止近期2連不勝。
4 . 三星中止近期3連勝，LG中止近期2連勝。
5 . 崔廷（SSG）生涯400全壘打達成，聯盟史上第2人。
第1人：李承燁(KBO累積467轟)。
6 . 劉江南（LG）連5年10全壘打達成，聯盟史上第68次。
7 . 金熊彬（Kiwoom）代打全壘打，聯盟本季第23支，聯盟史上第961支，個人生涯第1支
。
8 . 具滋昱（三星）被驅逐出場 (抗議好壞球判定)，聯盟本季第22次(球員第3次，不含
投手頭部觸身球退場)。
https://yachin.kr/archives/47906
9 . Kiwoom隊史18000安打達成，聯盟史上第9隊。
10 . 朴炳鎬（Kiwoom）4下防守過程中造成左手腕挫傷，於5上被換代打退場，已進行冰
敷，無前往醫院計畫。
11 . 洪昌基（LG）因左大腿後側肌僵硬，為保護球員在6上上場防守前退場。
12 . 文鎔翼（三星）9上被朴啓範擊出之強襲球擊中右側脛骨退場，已進行簡單冰敷，預
計今天確認狀況後再接受追加檢查。

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.9.186.65 (臺灣)
"
"Gotham","[新聞] 廖任磊危機控球又失準　葉總：要學著成長","Tue Oct 19 22:50:12 2021","108","123","記者陳立勳／斗六報導
味全龍19日8比7險勝樂天桃猿，味全取得斗六球場3連勝，不過味全投手廖任磊第6局上場
連投2個四壞球，比賽中間味全一度讓樂天超前，賽後味全總教練葉君璋表示，「要學著
成長。」
本場味全先發投手林子昱5.2局用了95球，57個好球，被擊出3支安打，包括1發全壘打，
投出4次三振，2次四壞球，1次觸身球，失掉3分自責分，但隊友廖任磊沒有守成，上場連
投2個四壞球保送，林子昱最後無關勝敗。
葉君璋表示，「今天林子昱的狀況非常好，不管是控球或是球種犀利度都很好，掌握比賽
節奏也很好，第6局當時已經95球，前面被安打和保送，想說差不多是時候換投，廖任磊
之前從二軍上來還沒有失分，危機時刻上場多少會有壓力，但要學著成長，畢竟還有明年
和後年，要想辦法把比賽控制住。」

葉君璋表示，「今天球隊打擊狀況不錯，讓比賽可以比較精彩，過去被逆轉之後，後面要
再得分很辛苦，今天有想辦法拉回來，今天是在斗六主場，也是最熟悉的球場，也許也是
有幫助，如果郭天信和李凱威打得好，對於球隊幫助蠻大的，過去也時常這樣，如果他們
兩個表現不好，球隊也會比較辛苦。」

原文網址: 廖任磊危機控球又失準　葉總：要學著成長 | ETtoday運動雲 | ETtoday新聞
雲 https://sports.ettoday.net/news/2105060#ixzz79kg9d4Wr
Follow us: @ETtodaynet on Twitter | ETtoday on Facebook

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.136.160.212 (臺灣)
"
"arod1414","[新聞] 兄弟2安打贏統一！助總坦言很罕見　「贏","Tue Oct 19 22:16:08 2021","262","2","兄弟2安打贏統一！助總坦言很罕見　「贏在對方的失誤」
記者賴冠文／台中報導
中信兄弟今天前3局靠統一失誤、保送，得到4分，4局下陳子豪2分砲超前轟，終場6比5贏統
一獅，兄弟只靠2安打贏球，總教練林威助坦言很罕見，他說：「可能就贏在對方的失誤。
」
兄弟全場僅2安打，陳子豪4局下2分砲超前轟最為關鍵，兄弟其餘得分靠開局獲得5次四死球
，3局下統一獅單局3失誤，合計進帳4分。統一有9安打，陳鏞基、林安可都是雙安、開轟。
兄弟靠2安打贏球，助總坦言單場只敲2安又贏球是很罕見的比賽，他說：「可能就是贏在對
方的失誤，我印象中沒有經歷過類似比賽，在日本也不太可能發生。」
鄭凱文先發6局失4分，使用89球，被敲7安打含2支全壘打，靠著隊友火力支援，奪下本季第
12勝。助總觀察鄭凱文此戰狀況沒有很好，有些失投偏高，「像是林安可第一支敲得安打很
紮實，第2支被開轟也是偏高球路被鎖定，最近幾場好像都這樣有些狀況，但他很有經驗，
知道投甚麼球比較不危險。」
https://sports.ettoday.net/news/2105055?redirect=1
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.140.48.97 (臺灣)
"
"whj0530","[新聞] 幫助吉力吉撈找回阻殺水準　葉總一對一","Tue Oct 19 21:13:44 2021","285","63","幫助吉力吉撈找回阻殺水準　葉總一對一親自指導
記者陳立勳／斗六報導
味全龍捕手吉力吉撈．鞏冠（朱立人）近期由於肩膀受傷，暫時還沒有上場蹲捕，今天賽
前接受味全總教練葉君璋指導傳球動作。
吉力吉撈．鞏冠9月因為撲壘傷到肩膀，但後來又在跑壘弄傷肩膀，前一場重回先發陣容
，擔任先發指定打擊，但尚未開始蹲捕。
吉力吉撈．鞏冠本季目前出賽30場，敲出28支安打，包括6發全壘打，19分打點，打擊率
0.252，上壘率0.301，長打率0.459。
今年吉力吉撈．鞏冠在阻殺率方面表現不理想，加上先前肩膀受傷，今天賽前訓練接受味
全總教練葉君璋指導，葉君璋表示，「吉力吉撈．鞏冠因為受傷的關係，這段時間除了復
健，球隊也協助他調整傳球動作，訓練從基本開始，以前吉力吉撈．鞏冠在旅美時期的阻
殺水準不是這樣，最近動作有點跑掉，目前就是陪著他找回早前比較順暢的傳球動作。」

ETtoday新聞雲 https://sports.ettoday.net/news/2104977#ixzz79kHsLSB9
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.127.156.168 (臺灣)
"
"terryate","[炸裂] 林安可","Tue Oct 19 19:59:35 2021","483","49","隊友狂煮粥，只好自己來幫投手
一棒出去又追平了，看看這場能B多少次
4：4嚕
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.13.193.0 (臺灣)
"
"WanYC","[專欄] 「即使看起來狼狽，也要向前邁進」 斎藤","Tue Oct 19 17:44:49 2021","555","7","「即使看起來狼狽，也要向前邁進」 斎藤佑樹，選手引退
作者：SPORTSPON
2021年10月17日，斎藤佑樹正式在扎幌巨蛋1萬多名的觀眾面前引退。比起甲子園、六大學
，我比較想聊的是近兩三年的斎藤，特別是在現場看到、聽到的部分。

2021/10/17
札幌巨蛋，日本火腿vs歐力士比賽來到7局上，日本火腿1分領先。
隨著忍者亂太郎主題曲「勇氣100」的旋律響起，現場觀眾舉起了入場時球團贈送的橘色小
海報，迎接今年斎藤佑樹在一軍的第一次登板。
也是最後一次。
兩週前的某個颱風天裡，斎藤正式透過球團發表自己將在本季引退的消息。
他上場後要面對的打者是歐力士的福田周平，歐力士正處在聯盟優勝衝刺的階段，打者沒辦
法對斎藤做「禮遇」。
（引退賽上場的主角，對方打者大多會一路揮空，讓他取得出局數完成生涯最後一次的投球
，但那是在雙方都沒有太多贏球壓力的狀況下）
雙方一路鬥到2好3壞滿球數，最後的最後，斎藤投了一個外角球。主審判定為壞球。
斎藤佑樹選手生涯的最後一人次投球，是個保送。
火腿決定更換投手，斎藤慢慢地走回休息室，與隊友擊拳。直到監督來到身旁，講了一些話
後，帶著有點壓抑的表情，流下了眼淚。
後來接替上場的堀，成功守下第7局，最後火腿拿下這場比賽，用勝利來歡送斎藤。
https://youtu.be/GkVHxUD1CP4
在google打關鍵字斎藤佑樹、手帕王子等中文字搜尋，總能看到許多相關報導與討論，像是
曾與神之子齊名、受傷、球速只剩120等等...。
或是在討論曾經在甲子園成名的職棒年輕選手，也會順便提到，像是視界的這篇。
https://www.sportsv.net/articles/64142

因為語言的關係，關注棒球的台灣朋友，對於日本為什麼花大幅度報導斎藤這件事，總是有
點溫度差。即時宣布引退前的他，商品種類不是火腿最多，甚至是倒數少的，還是會像是「
商品部部長」這類的綽號來稱呼他。
關於過去的斎藤，我想大家應該也讀到膩了，比較陌生的朋友，最近有位前輩寫了一篇很好
讀的文章，很推薦大家去讀：
生涯僅拿15勝，卻擁有名人堂級退休儀式：齋藤佑樹的「手帕王子」傳奇究竟有多瘋狂
https://bit.ly/3vq1GqN

比起甲子園、六大學，我比較想聊的是近兩三年的斎藤，特別是在現場看到、聽到的部分。

「他真的是好選手，希望他能在一軍多點機會」從不停下的手帕棒球人生
http://imgur.com/a/Ixva0JI
2019年，某一次火腿對樂天的練習賽中，斎藤上場投球。我因為有別的採訪案件，沒有進入
攝影區拍攝，隔著鐵網看比賽，剛好和鬥士球團的廣報站在一起。
「他今年下盤的位移做了點新調整，看起來真的不錯。很少人能像他這樣，馬上抓到運用身
體的訣竅。真的是好選手，希望他在一軍多點機會。」
他一邊看比賽，一邊跟我這麼說。

那天，斎藤投了兩局無失分。正好碰上新潟高野連宣布春季大賽要採用投球數限制規則，賽
後有大批的記者想要採訪他。即使投了一場好球，記者群還是把重點放在高校投手投球數上
。因為他那年在甲子園投了69局948球。

稍微知道斎藤的球迷可能聽過，他在大學曾為了不讓自己的髖關節傷勢惡化，透過微調自己
的投球機制，持續出場比賽的故事。

因為他的能力與棒球腦，這樣的做法的確幫助到他，也在那四年為早大取得歷史性的好成績
。受到手帕炫風的影響，那時候的六大學聯賽，只要是早大斎藤出場投球的比賽，進場人數
快跟職棒沒兩樣。前陣子還有棒球youtuber貼出自己過去在六大學聯賽打球的舊照，聊起那
時候的景象，說自己從沒看過，有那麼多警衛來維護球場秩序的場面。

扯遠了，先回到他的投球。
有資深的記者提到，斎藤其實是一個好奇心旺盛的人，對於新事物也會很積極的嘗試，但稍
微比較沒有耐心。
從高中開始，斎藤就一直是背負著球隊勝敗的選手，最後一年的甲子園、六大學聯賽、甚至
是進職棒的前兩年。他也一直會積極地回應這些期待。
有日本媒體前輩認為，這也許是他比較沒辦法接受手術，長時間復健的原因。
所以，這幾年總是能在季前看到「面對新賽季，斎藤調整投球機制」、「改變投球策略」這
一類的報導，然後在春訓投出還不錯的內容。
每一次的調整，都能幫助他避免掉某些身體部分的傷勢，卻有可能引起其他舊傷＆新傷的出
現。開季看起來好像能投，但過一陣子就出現新的傷痛，然後又陷入泥沼中掙扎。
https://imgur.com/a/BGbbALx
這就是手帕王子的職棒日常，每年都要面對傷患、期待、壓力、無奈的過程。
2020年10月，斎藤的韌帶受傷，他還是不接受手術，選擇新療法，也因此出現隔年春訓熱投
200球這樣的翻譯新聞。

「好慘，怎麼還不退」
「這比乙組還慢」

台日兩邊鄉民其實都差不多，只是用語不同，畢竟球速、球威、實績這些還是職業棒球的看
點。新聞下很多類似這樣的留言。
今年斎藤曾在接受採訪時提到，不管這新療法成功與否，希望自己留下的治療紀錄，能為這
項研究往後的發展盡一份心力。
經過這半年多來的努力，斎藤終於在9月的二軍賽事上場投球。登板12次，投了16局，留下3
勝1敗、防禦率5.51、7次三振、9次四壞保送、1次觸身球，總共被打了11支安打。每一次上
場投球，他的球速、用球、控球都受到關注。

「這樣的球速能不能對付職棒打者？」
「他的選手生要繼續下去的話，投球策略得要怎樣怎樣...」

當日本體育媒體的專欄作家還在發表自己的見解時，他已經給出了答案。

不管多狼狽 都還是要向前邁進
https://imgur.com/a/5DDmtJx
除了斎藤，今年鬥士球團還有一位人物要從前線退下，那就是從2012年起擔任一軍監督的栗
山英樹。栗山執教首年，一開始就做出非常驚人的決定：讓職棒二年級生斎藤擔任開幕戰先
發。
那時有很多質疑的聲音，認為球團應該選擇有實績、比較穩定的武田勝，而不是斎藤。
2012年的開幕戰，斎藤面對西武，主投９局只失1分，成功為栗山體制拿下第一勝。可惜的
是，同一年的11月，斎藤的右肩關節唇出現損傷，接下來的每一年，他幾乎都得跟傷病搏鬥
。
「沒辦法講得太明確，但基本上手肘、肩膀、髖關節、腰都滿不舒服的。已經沒辦法一個個
去好好治療的狀態了。」（2021年10月17日，引退賽前記者會）

即使如此，鬥士球團還是願意信任他，給他自己調整和嘗試的時間。因為他想要回應球迷、
隊友支持的模樣，球團所有人都看在眼裡。
「栗山監督一直對我說，放棄很簡單，但不管多麼痛苦，都要往前邁進，直到最後一刻。所
以我決定，不管多辛苦，一定要向前看。雖然說很多事都沒辦法達成，但對於這不斷去嘗試
的過程，我沒有任何的後悔。」（10月17日，引退賽）

為了想要一起拿下甲子園優勝的隊友，面對擁有田中將大的駒大苫小牧，他一路投到最後。
為了擔起早大棒球部主將的責任，他總是能為球隊挺身而出，壓制對方打線。即使他的左髖
關節開始出現問題。
為了想要回應球迷的期待與支持，不斷地找尋讓自己能夠更快回到投手丘上的方法。因為沒
辦法達成，在引退賽演說時，第一段就得向球迷說出「很抱歉，沒有留下大家期待的成績」
。
很多人會說他大學時期有點自負，週刊拍到他跟哪個知名女星出去玩的八卦。
但他也是同世代選手們的目標，是清宮決定專心打棒球的原點，當年那場平成最激烈的甲子
園決勝戰，影響多少日本球兒，光是這兩週的新聞量，就足以說明一切了。
斎藤曾在媒體前提到，棒球是他結識夥伴的橋樑。
他的職棒生涯裡，大多是辛苦的時間。也許就跟他的最後一球一樣，結果並不是取得出局數
，而是讓人惋惜的保送。學弟解決危機回到休息室時，斎藤還得向他說拍謝。
直到最後一刻，他都還是選擇對決。

「手帕王子，那是什麼啊？」
那時聽到被取這個綽號時，大概是這樣的感覺。大學時，自己其實滿討厭這個綽號的。但在
進入職棒後，感受到「原來會有這些事啊」後，想法有慢慢改變。
我想正是因為有這個綽號，才會讓大家知道我這個人的存在。現在回想起來，那位幫我取名
的人，我真的很感謝他。（2021.10.12，引退賽的5天前，接受S-park採訪）

這就是從2006年，在日本全國捲起旋風的斎藤佑樹。

https://bit.ly/3lW4SHS
※ 授權方式: 創用 CC 姓名標示-相同方式分享-非商業性 4.0 國際 授權條款授權
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.9.201.65 (臺灣)
"
"TomBrady12","[分享] 松坂大輔WBC投手犯規","Tue Oct 19 15:28:24 2021","189","28","https://youtu.be/Jz9vVIFvtkY
松坂今天終於要引退了
想當年國際賽把中華隊吃死死
只可惜去美國的成績有點不如預期
Anyway 在這邊分享一個最經典的畫面給大家xD
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.139.112.127 (臺灣)
"
